epoch,train_loss,test_loss,train_acc,test_acc
1,0.6853643655776978,0.6986488699913025,0.53125,0.5528169274330139
100,0.47311586141586304,0.7000206112861633,0.75,0.5933098793029785
200,0.3319939374923706,0.7352526783943176,0.84375,0.5880281925201416
300,0.2626885771751404,0.8846309185028076,0.875,0.6038732528686523
400,0.2153088003396988,1.0933548212051392,0.90625,0.6214788556098938
500,0.18601544201374054,1.2789924144744873,0.90625,0.6161971688270569
600,0.16674840450286865,1.4147913455963135,0.90625,0.6197183132171631
700,0.15132001042366028,1.5170577764511108,0.96875,0.6232394576072693
800,0.13886918127536774,1.624290943145752,0.96875,0.6338028311729431
900,0.1284492164850235,1.6993130445480347,0.96875,0.6355633735656738
1000,0.12002354860305786,1.7762954235076904,0.96875,0.63908451795578
1100,0.11318600177764893,1.8362846374511719,0.96875,0.6355633735656738
1200,0.10763020813465118,1.9089295864105225,0.96875,0.6355633735656738
1300,0.1026444137096405,2.0070033073425293,0.96875,0.6338028311729431
1400,0.09885010123252869,2.072380304336548,0.96875,0.6338028311729431
1500,0.09563641250133514,2.149240732192993,0.96875,0.6373239159584045
1600,0.09296872466802597,2.219015598297119,0.96875,0.6355633735656738
1700,0.09031836688518524,2.279103994369507,0.96875,0.6426056623458862
1800,0.0881524458527565,2.3338990211486816,0.96875,0.6443662047386169
1900,0.08644363284111023,2.3744616508483887,0.96875,0.6426056623458862
2000,0.08480589836835861,2.4300742149353027,0.96875,0.6426056623458862
2100,0.08335568010807037,2.4754974842071533,0.96875,0.6408450603485107
2200,0.08209837973117828,2.504056692123413,0.96875,0.6408450603485107
2300,0.08083590120077133,2.5685486793518066,0.96875,0.6461267471313477
2400,0.07981116324663162,2.6168317794799805,0.96875,0.6478873491287231
2500,0.07901910692453384,2.6624059677124023,0.96875,0.6426056623458862
2600,0.07819873094558716,2.737717628479004,0.96875,0.6408450603485107
2700,0.07727422565221786,2.78633451461792,0.96875,0.63908451795578
2800,0.07680721580982208,2.8197810649871826,0.96875,0.6443662047386169
2900,0.07592367380857468,2.881086826324463,0.96875,0.6408450603485107
3000,0.07542348653078079,2.9275007247924805,0.96875,0.6426056623458862
3100,0.07489939033985138,2.9856648445129395,0.96875,0.6426056623458862
3200,0.07435601204633713,3.0287909507751465,0.96875,0.6426056623458862
3300,0.07394865155220032,3.0894744396209717,0.96875,0.6426056623458862
3400,0.07368472963571548,3.1443471908569336,0.96875,0.6408450603485107
3500,0.0731356292963028,3.188508987426758,0.96875,0.6426056623458862
3600,0.07278349995613098,3.258145570755005,0.96875,0.6426056623458862
3700,0.07252375781536102,3.287463665008545,0.96875,0.6408450603485107
3800,0.07221435010433197,3.3334572315216064,0.96875,0.6478873491287231
3900,0.07194051146507263,3.394716262817383,0.96875,0.63908451795578
4000,0.07175548374652863,3.44804048538208,0.96875,0.6408450603485107
4100,0.07153049856424332,3.49440336227417,0.96875,0.6426056623458862
4200,0.07127834856510162,3.5596518516540527,0.96875,0.63908451795578
4300,0.07103875279426575,3.6337499618530273,0.96875,0.6320422291755676
4400,0.07097209990024567,3.687493085861206,0.96875,0.6267605423927307
4500,0.0706804096698761,3.7350575923919678,0.96875,0.6302816867828369
4600,0.0705629289150238,3.794579267501831,0.96875,0.6232394576072693
4700,0.07043617963790894,3.814532995223999,0.96875,0.6214788556098938
4800,0.07028269022703171,3.8860559463500977,0.96875,0.6214788556098938
4900,0.07011637836694717,3.938016653060913,0.96875,0.625
5000,0.0700700432062149,3.9978461265563965,0.96875,0.625
5100,0.06988994777202606,4.02203369140625,0.96875,0.6232394576072693
5200,0.0699121281504631,4.04921817779541,0.96875,0.6179577708244324
5300,0.06971922516822815,4.099313735961914,0.96875,0.6214788556098938
5400,0.06965868920087814,4.145845890045166,0.96875,0.6214788556098938
5500,0.06960713863372803,4.17542028427124,0.96875,0.6232394576072693
5600,0.06951243430376053,4.228909492492676,0.96875,0.6232394576072693
5700,0.06942060589790344,4.237983226776123,0.96875,0.6179577708244324
5800,0.06933334469795227,4.2763848304748535,0.96875,0.6197183132171631
5900,0.0693124532699585,4.367853164672852,0.96875,0.6214788556098938
6000,0.06924958527088165,4.383340358734131,0.96875,0.6179577708244324
6100,0.06918562203645706,4.41416072845459,0.96875,0.6197183132171631
6200,0.06912319362163544,4.453303813934326,0.96875,0.6144366264343262
6300,0.06922002136707306,4.4989237785339355,0.96875,0.6161971688270569
6400,0.06906504184007645,4.542126178741455,0.96875,0.6126760840415955
6500,0.06901878118515015,4.562210559844971,0.96875,0.61091548204422
6600,0.06914854794740677,4.5607757568359375,0.96875,0.6144366264343262
6700,0.0692673921585083,4.584579944610596,0.96875,0.6179577708244324
6800,0.06898069381713867,4.630595684051514,0.96875,0.6126760840415955
6900,0.06889580190181732,4.696496486663818,0.96875,0.6073943376541138
7000,0.06889712810516357,4.748652935028076,0.96875,0.6038732528686523
7100,0.06883532553911209,4.784152984619141,0.96875,0.6038732528686523
7200,0.06882855296134949,4.82722806930542,0.96875,0.6021126508712769
7300,0.06877578794956207,4.865756511688232,0.96875,0.6003521084785461
7400,0.0687524825334549,4.888988018035889,0.96875,0.6038732528686523
7500,0.06873347610235214,4.92488956451416,0.96875,0.5985915660858154
7600,0.06874921917915344,4.977912902832031,0.96875,0.6038732528686523
7700,0.06873146444559097,5.05612325668335,0.96875,0.5968309640884399
7800,0.06872284412384033,5.115031719207764,0.96875,0.5950704216957092
7900,0.06825678050518036,5.186392784118652,0.96875,0.6021126508712769
8000,0.06805422902107239,5.263023853302002,0.96875,0.6021126508712769
